id,doc,chain,sourceLink,token,gapWords,roleType,charCount,tokenCount,gapUnits,kind,endNote,lit,POS_dft,wordWylie,word,tokenOrderFirst,tokenOrderLast,docTokenSeqFirst,docTokenSeqLast,chainCreateSeq,name,trailLayer,chainSize,entityType,layer,unitSeqFirst,unitSeqLast,treeEntry,combinedChunk,TextNoTsheg,TextNoCase,case,yang,ni,possessor,person,id_lower,doc_lower,unitStart,unitEnd,pID,inClique,srtLineStart,srtLineBo,iuEnd,iuStart,srtLineEn,iu,srtLineID,iuText,speaker,srtLineEnd,word_lower,wordWylie_lower,docTokenSeqFirst_lower,docTokenSeqLast_lower,reflexive,pronType,definite,identifiable,semrole,lexicality,referential,unitLastWord,treeParent,verbID,verbWord,lemma,suffix,force,evidMod,TA,subord,verbTokenSeqFirst,noPrevMentions,noPrevZero,noNextMentions,noNextZero,allPrevMentions,allPrevZero,allNextMentions,allNextZero,noPrevMentionsFar,noPrevZeroFar,noNextMentionsFar,noNextZeroFar,bridge,haveBridges,local,argOrder,noArgs,argBack,justFirst,justLast,interrog,argType,topic,animate,self,addressee,length,pronom,argTypeNew
0EwsLKb5FAeMp,virginia-library-20766,823AB63E881C,191BBF0354583,BSGUn5Oe2WfQZ,N/A,PRED,13,3,N/A,,,,,dkar chag  byas / a ni  ang  ang  gang  zer  dgos  kyi  red / da  tshig mdzod  'dra  mi  'dra  byas / ang  ang  'o  lta  'di 'dras  'dra po  ,དཀར་ཆག་ བྱས ། ཨ་ནི་ ཨང་ ཨང་ གང་ ཟེར་ དགོས་ ཀྱི་ རེད ། ད་ ཚིག་མཛོད་ འདྲ་ མི་ འདྲ་ བྱས ། ཨང་ ཨང་ འོ་ ལྟ་ འདི་འདྲས་ འདྲ་པོ་ ཞིག་,1,7,841,866,110,dkar chag dang tshig mdzod yod,,8,NA,refexpr,180,187,jI42fW5OJno,combined,དཀར་ཆག་ བྱས ། ཨ་ནི་ ཨང་ ཨང་ གང་ ཟེར་ དགོས་ ཀྱི་ རེད ། ད་ ཚིག་མཛོད་ འདྲ་ མི་ འདྲ་ བྱས ། ཨང་ ཨང་ འོ་ ལྟ་ འདི་འདྲས་ འདྲ་པོ་ ཞིག,དཀར་ཆག་བྱས།ཨ་ནི་ཨང་ཨང་གང་ཟེར་དགོས་ཀྱི་རེད།ད་ཚིག་མཛོད་འདྲ་མི་འདྲ་བྱས།ཨང་ཨང་འོ་ལྟ་འདི་འདྲས་འདྲ་པོ་ཞིག,NA,,,FALSE,3,2882AB40099B7,virginia-library-20766,196.57844572508952,197.44458808890678,NA,NA,186.767,ཨང་འདི་མ་རེད། འདི་ང་ཚོ་ད་ལྟ་འདི་གཙོ་བོ་དེ་ད་ལྟ་འདིར་ནང་ལ་ཡང་ང་ཚོས་ཨངདཀར་ཆག་བྱས། ཨ་ནི་ཨང་ཨང་གང་ཟེར་དགོས་ཀྱི་རེད། ད་ཚིག་མཛོད་འདྲ་མི་འདྲ་བྱས། ཨང་ཨང་འོ་ལྟ་འདི་འདྲས་འདྲ་པོ་རེད། ,197.44458808890678,196.57844572508952,"No, it is not. In this room, we mainly have catalogs, different dictionaries, and the like.",187,59,ཨང་འོ་ལྟ་འདི་འདྲས་འདྲ་པོ་རེད། ,དཔེ་མཛོད་དོ་དམ་པ་,197.499,ཨང་ འོ་ ལྟ་ འདི་འདྲས་ འདྲ་པོ་ ཞིག་ རེད །,ang  'o  lta  'di 'dras  'dra po   red /,861,868,N,nonPron,i,1,none,l,NR,ཨང་ འོ་ ལྟ་ འདི་འདྲས་ འདྲ་པོ་ ཞིག་ རེད །,0quWoE3wnqG,86DE9EA8DAE5,རེད,རེད,NA,Ind,Ind,Neutral,NA,867,2.0794415416798357,0,2.0794415416798357,0,7,0,7,0,0,0,0,0,0,0,0,2,2,1,0,0,NA,PRED,0,0,0,0,3.4339872044851463,0,PRED
