"id","name","unitLastWord","unitSeqLast","word","argOrder","noPrevMentions","noPrevZero","noNextMentions","noNextZero","bridge","justFirst","justLast","local","identifiable","topic","interrog","argType","animate","self","addressee","length","pronom"
"07tMcNF6dxjvE","pa sangs","པ་སངས་ རང་ གིས་",548,"ཁོང་ པ་སངས་ རང་ གིས་",1,1,1,1,1,0,0,0,FALSE,"i",FALSE,FALSE,"A",TRUE,FALSE,FALSE,5,TRUE
"clfhKcTNWq5","tshig de","ཚིག་ དེ་ བརྒྱབ་པ་ རེད་པ །",549,"ཚིག་ དེ་",2,0,0,3,0,0,0,0,FALSE,"i",FALSE,FALSE,"P",FALSE,FALSE,FALSE,2,FALSE
"RFn37GTFMY0","bag chags","བག་ཆགས་ འདི་འདྲས་ གཅིག་ ནང་ ལོག་ འགྲོ་ ཐུབ་པ་ ཡིན་ ན་",592,"བག་ཆགས་ འདི་འདྲས་ གཅིག་",1,0,0,0,0,0,0,0,FALSE,"n",FALSE,FALSE,"S",FALSE,FALSE,FALSE,5,FALSE
"pFAB4stZt1L","ltad mo blta mkhan gyi nang","བག་ཆགས་ འདི་འདྲས་ གཅིག་ ནང་ ལོག་ འགྲོ་ ཐུབ་པ་ ཡིན་ ན་",592,"ནང་",2,0,0,0,0,0,0,0,FALSE,"i",FALSE,FALSE,"E",TRUE,FALSE,FALSE,1,FALSE
"BsAYKCnalNF","everyone except ka, nga","ལྟ་ #ཁྱེད་ #རྣམ་པ་ #ཚོ་ སྣོན་པ་ མང་པོ་ ཡོད་ ཀྱི་ རེད་ པ །",610,"#ཁྱེད་ #རྣམ་པ་ #ཚོ་",1,0,0,0,0,0,0,0,TRUE,"i",FALSE,FALSE,"COPLOC",TRUE,FALSE,FALSE,4,TRUE
"ocvqC0FKQD7","snon pa","ལྟ་ #ཁྱེད་ #རྣམ་པ་ #ཚོ་ སྣོན་པ་ མང་པོ་ ཡོད་ ཀྱི་ རེད་ པ །",610,"སྣོན་པ་ མང་པོ་",2,0,0,0,0,0,0,0,FALSE,"n",FALSE,FALSE,"EXIST",FALSE,FALSE,FALSE,4,FALSE
"5wbqKrcNfsO6n","nga'i mthong phyogs","#རྡོག་རྡོག་ འདི་འདྲ་ ཞིག་ ཡིན །",612,"ང་ རང་ གི་ ལྟ་ #རྡོག་རྡོག་",1,1,0,1,0,0,0,0,FALSE,"i",TRUE,FALSE,"COPS",FALSE,FALSE,FALSE,6,FALSE
"baSvWfai8Ss","all of nga's thoughts","#རྡོག་རྡོག་ འདི་འདྲ་ ཞིག་ ཡིན །",612,"འདི་འདྲ་ ཞིག་",2,1,0,0,0,0,0,0,FALSE,"n",FALSE,FALSE,"PRED",FALSE,FALSE,FALSE,3,FALSE
"A0nU7JgZv3i","rkun ma","སྒོ་ལྕགས་ གཅོག་ མཁན་ དེ་ རྐུ-",617,"སྒོ་ལྕགས་ གཅོག་ མཁན་ དེ་",1,0,0,3,0,0,0,0,FALSE,"i",TRUE,FALSE,"COPS",TRUE,FALSE,FALSE,5,FALSE
"X7bwsh0PZpTkW","rkun ma","རྐུན་མ་ རེད་ པ །",618,"རྐུ- རྐུན་མ་",2,2,0,3,0,0,1,0,FALSE,"n",FALSE,FALSE,"PRED",TRUE,FALSE,FALSE,3,FALSE
