"id","name","unitLastWord","unitSeqLast","word","docTokenSeqFirst","docTokenSeqLast","local","identifiable","topic","interrog","argType","animate","self","addressee","length","pronom","haveBridges","remarks"
"t2pdS9BrqaZ","spyi tshogs rnying pa'i mi","ང་ ཚོ་ དེ་ སྐབས་ ## འདི་འདྲས་",666,"ང་ ཚོ་",3051,3052,FALSE,"i",FALSE,FALSE,"COPLOC",TRUE,TRUE,FALSE,2,TRUE,FALSE,NA
"JclCmE8bGtqa5","nyal chas kam pa li gi khyad par yod","བཤད་སྲོལ་ ཡོད་ རེད །",667,"འདི་འདྲས་ བཤད་སྲོལ་",3056,3057,FALSE,"i",FALSE,FALSE,"EXIST",FALSE,FALSE,FALSE,4,FALSE,FALSE,NA
"khGbcRENo3Q","g-yas g-yon (river)","གཡས་གཡོན་ གཉིས་ཅ་ ཆུ་ རེད་པ །",678,"གཡས་གཡོན་ གཉིས་ཅ་",3103,3104,FALSE,"i",TRUE,FALSE,"COPS",FALSE,FALSE,FALSE,4,FALSE,FALSE,NA
"DqqpdyrnPmU","chu","གཡས་གཡོན་ གཉིས་ཅ་ ཆུ་ རེད་པ །",678,"ཆུ་",3105,3105,FALSE,"n",FALSE,FALSE,"PRED",FALSE,FALSE,FALSE,1,FALSE,TRUE,NA
"f1wdfIQFfii","gtsnag po'i kha la","_H_ ཕ་གི ར་",696,"ཕ་གི ར་",3169,3170,FALSE,"i",TRUE,FALSE,"COPLOC",FALSE,FALSE,FALSE,3,TRUE,FALSE,NA
"fCiao98AyDE","bsur khog g-yug sa","འདི་ འདུག་ ག",697,"འདི་",3171,3171,FALSE,"i",FALSE,FALSE,"EXIST",FALSE,FALSE,FALSE,1,TRUE,FALSE,NA
"T9XUvyaiVfLwx","bsur khog g-yug ya","གཅིག་ གཡུག་ ཡ་ དེ་ཚོ་ ཚང་མ་ མ་གི་ མར་ _H_",700,"བསུར་ཁོག་ དང་ གཅིག་ གཡུག་ ཡ་ དེ་ཚོ་",3181,3186,FALSE,"i",FALSE,FALSE,"EXIST",FALSE,FALSE,FALSE,8,FALSE,FALSE,NA
"jPgBl8TJyXx","rdo ring gi rtsa","གཅིག་ གཡུག་ ཡ་ དེ་ཚོ་ ཚང་མ་ མ་གི་ མར་ _H_",700,"མ་གི་ མར་",3188,3189,FALSE,"i",FALSE,FALSE,"COPLOC",FALSE,FALSE,FALSE,3,FALSE,FALSE,NA
"HjVO5XgLG6Y","rdo ring gi rtsa","རྡོ་རིང་ རྩ ར་ ཡོད་ པ །",703,"རྡོ་རིང་ རྩ ར་",3198,3200,FALSE,"i",FALSE,FALSE,"COPLOC",FALSE,FALSE,FALSE,4,FALSE,FALSE,NA
"hLnIQ0n53md","rgan lags","ཨ་ལེ་ རྒན་ ལགས་ འདི་ _H_",711,"རྒན་ ལགས་",3230,3231,TRUE,"i",FALSE,FALSE,"A",TRUE,FALSE,TRUE,2,FALSE,FALSE,NA
"i7qUDX40vki","bsur khog g-yug ya","ཨ་ལེ་ རྒན་ ལགས་ འདི་ _H_",711,"འདི་",3232,3232,FALSE,"i",FALSE,FALSE,"P",FALSE,FALSE,FALSE,1,TRUE,FALSE,NA
"TUYnjCzbE3Z","gru gzings","_H_ ཨ་ནི་ གྲུ་གཟིངས་ འདྲ་པོ་ ཆུ་ཁ་ དེ ར་ མི་",729,"གྲུ་གཟིངས་ འདྲ་པོ་",3327,3328,FALSE,"n",FALSE,FALSE,"P",FALSE,FALSE,FALSE,4,FALSE,FALSE,NA
"S7E2j8sORbl","chu kha","_H_ ཨ་ནི་ གྲུ་གཟིངས་ འདྲ་པོ་ ཆུ་ཁ་ དེ ར་ མི་",729,"ཆུ་ཁ་ དེ ར་",3329,3331,FALSE,"i",FALSE,FALSE,"E",FALSE,FALSE,FALSE,4,FALSE,FALSE,NA
"UsAaEuk4yl1","mi (at the park)","_H_ ཨ་ནི་ གྲུ་གཟིངས་ འདྲ་པོ་ ཆུ་ཁ་ དེ ར་ མི་",729,"མི་",3332,3332,FALSE,"n",FALSE,FALSE,"A",TRUE,FALSE,FALSE,1,FALSE,FALSE,NA
"Pl1fVFuAjzt","gru gzings","གློག་ གི་ གྲུ་གཟིངས་ འདྲ་པོ་ ཁ་ཤས་ བཞག",731,"གློག་ གི་ གྲུ་གཟིངས་ འདྲ་པོ་ ཁ་ཤས་",3335,3339,FALSE,"n",FALSE,FALSE,"P",FALSE,FALSE,FALSE,8,FALSE,FALSE,NA
"DJMkqaKXBRm","gru gla","ཨ་ནི་ _H_ གྲུ་གླ་ ལ་ ཕལ་ཆེར་",744,"གྲུ་གླ་ ལ་",3404,3405,FALSE,"i",TRUE,FALSE,"COPS",FALSE,FALSE,FALSE,2,FALSE,FALSE,"Probably should be 'yes' for bridge if I had a less rigid notion"
"Xo4aLxnAGBWYs","20 or so bucks","ཉི་ཤུ་ རྩ་ གྲངས་",746,"སྒོར་མོ་ ཉི་ཤུ་ རྩ་ གྲངས་",3407,3410,FALSE,"n",FALSE,FALSE,"PRED",FALSE,FALSE,FALSE,6,FALSE,FALSE,NA
